Year,Month,Day,Hour,Actual,Predict
18,4,4,4,965.52,965.2930792273219
18,4,4,5,922.68,922.6570747151947
18,4,4,6,947.88,947.8762794748063
18,4,4,7,1015.2,1015.1383946929227
18,4,4,8,1168.2,1168.1672881877266
18,4,4,9,1355.4,1354.8659849911946
18,4,4,10,1436.4,1436.5407876795673
18,4,4,11,1551.6,1552.3576788829296
18,4,4,12,1470.96,1470.9558736584804
18,4,4,13,1372.68,1372.6266435622226
18,4,4,14,1369.8,1369.325301000619
18,4,4,15,1308.96,1309.143685407496
18,4,4,16,1360.08,1360.1441728054172
18,4,4,17,1374.12,1374.0451275684848
18,4,4,18,1366.2,1366.0609263275687
18,4,4,19,1375.2,1375.7451239552965
18,4,4,20,1361.52,1362.104025625347
18,4,4,21,1252.44,1252.0320134117126
18,4,4,22,1279.8,1279.5704319395113
18,4,4,23,1159.2,1159.2069732403356
18,4,5,0,1096.2,1096.0922868747725
18,4,5,1,1084.32,1083.8711424520031
18,4,5,2,1026.72,1026.3649513070952
18,4,5,3,940.68,940.3226105865173
18,4,5,4,914.4,914.1840417271131
18,4,5,5,878.4,878.7723216916256
18,4,5,6,936.72,936.6407717552436
18,4,5,7,1057.68,1057.893121423808
18,4,5,8,1173.96,1173.9397113656541
18,4,5,9,1428.84,1428.6806426534379
18,4,5,10,1482.48,1482.4059322915298
18,4,5,11,1519.92,1519.7533552404116
18,4,5,12,1595.88,1596.2532096152977
18,4,5,13,1541.16,1539.7341234183361
18,4,5,14,1536.12,1536.426216149286
18,4,5,15,1528.2,1528.0269844979327
18,4,5,16,1457.64,1457.7364291709125
18,4,5,17,1482.12,1481.9468098558032
18,4,5,18,1376.28,1376.5937064222014
18,4,5,19,1347.12,1346.8187444803007
18,4,5,20,1327.68,1327.7972039510246
18,4,5,21,1278.0,1278.401386763412
18,4,5,22,1302.12,1302.0429287958975
18,4,5,23,1184.4,1184.2538315592506
18,4,6,0,1181.16,1181.1213074638363
18,4,6,1,1151.64,1151.5704143245916
18,4,6,2,1049.76,1049.7526003354337
18,4,6,3,1029.96,1030.4259112444643
18,4,6,4,957.24,957.28688873775
18,4,6,5,996.48,996.4699338937731
18,4,6,6,946.44,946.4891214348763
18,4,6,7,1057.68,1057.89803341655
18,4,6,8,1164.24,1164.2357413060802
18,4,6,9,1375.92,1375.750821566392
18,4,6,10,1413.0,1412.8581616185963
18,4,6,11,1486.44,1486.6358236693586
18,4,6,12,1472.4,1472.0606166644948
18,4,6,13,1463.76,1463.9449196768244
18,4,6,14,1462.32,1462.3491879255007
18,4,6,15,1460.88,1460.9865686108303
18,4,6,16,1491.12,1490.9063998183822
18,4,6,17,1410.48,1410.42761799317
18,4,6,18,1323.36,1323.416635555945
18,4,6,19,1249.2,1249.4096578112276
18,4,6,20,1251.72,1251.9028889444749
18,4,6,21,1281.96,1282.4748996796022
18,4,6,22,1212.48,1212.4887782025235
18,4,6,23,1101.6,1101.585703676845
18,4,7,0,1129.68,1129.5865853666246
18,4,7,1,1050.48,1050.8494788578885
18,4,7,2,1028.88,1028.9319428231463
18,4,7,3,1064.16,1064.0268440045872
18,4,7,4,1028.16,1028.028835634719
18,4,7,5,906.48,906.7956333444779
18,4,7,6,960.12,959.9728145705776
18,4,7,7,1022.76,1022.8174881327681
18,4,7,8,1074.6,1074.170434451954
18,4,7,9,1227.6,1227.7468153969903
18,4,7,10,1210.68,1210.428073595285
18,4,7,11,1179.0,1178.7641977521405
18,4,7,12,1255.32,1255.3522558476263
18,4,7,13,1202.4,1201.9971256627846
18,4,7,14,1048.32,1048.6001482329295
18,4,7,15,1003.68,1003.8002276594241
18,4,7,16,1069.56,1069.4358745455268
18,4,7,17,1040.04,1040.0552249993998
18,4,7,18,1017.36,1017.2497264992919
18,4,7,19,1005.48,1005.4876557071924
18,4,7,20,1086.84,1086.7659957659305
18,4,7,21,1117.8,1117.9705165784655
18,4,7,22,1096.56,1096.7068345972039
18,4,7,23,1075.68,1075.674315127425
18,4,8,0,971.64,971.2193783158086
18,4,8,1,1049.04,1049.0397335799134
18,4,8,2,982.8,982.5879992182566
18,4,8,3,926.28,926.2796479901532
18,4,8,4,963.72,963.4514941525905
18,4,8,5,831.96,831.9068620581776
18,4,8,6,900.36,900.4319571791576
18,4,8,7,876.24,876.3837688499545
18,4,8,8,911.16,910.6185496801907
18,4,8,9,962.28,962.0891720982675
18,4,8,10,873.0,873.1073912307702
18,4,8,11,1012.32,1012.1979856615854
18,4,8,12,1005.48,1005.5079767672917
18,4,8,13,998.64,998.9109072728967
18,4,8,14,1064.16,1064.0342018193508
18,4,8,15,1083.6,1083.6437177567211
18,4,8,16,1008.36,1008.2777886443556
18,4,8,17,1141.92,1141.7653095903968
18,4,8,18,1061.28,1061.2806144102979
18,4,8,19,1064.88,1064.3529970942252
18,4,8,20,1160.64,1160.4052919643725
18,4,8,21,1203.48,1203.4712792689345
18,4,8,22,1166.04,1166.0335774431016
18,4,8,23,1175.76,1175.8303100569026
18,4,9,0,1184.76,1184.6710675787988
18,4,9,1,1188.72,1188.5849082044688
18,4,9,2,1137.24,1137.3863059006069
18,4,9,3,1089.36,1089.4799877844048
18,4,9,4,972.72,972.6597557821258
18,4,9,5,961.56,961.4596308586047
18,4,9,6,967.68,967.309593012608
18,4,9,7,1049.76,1049.7436353303826
18,4,9,8,1225.44,1225.2556228418014
18,4,9,9,1397.88,1397.6670760876439
18,4,9,10,1518.12,1517.9211340652178
18,4,9,11,1553.76,1553.872404965122
18,4,9,12,1544.4,1544.5348981201419
18,4,9,13,1449.72,1449.627139884673
18,4,9,14,1413.0,1412.8577563674262
18,4,9,15,1403.64,1403.8724045668923
18,4,9,16,1374.48,1374.2195175803233
18,4,9,17,1378.44,1378.1698575877356
18,4,9,18,1278.72,1278.6522609601313
18,4,9,19,1250.28,1250.3852443890737
18,4,9,20,1333.8,1333.561756422794
18,4,9,21,1316.88,1316.38571014106
18,4,9,22,1387.08,1387.1142162073747
18,4,9,23,1215.0,1214.9853851548453
18,4,10,0,1206.36,1206.2077561910658
18,4,10,1,1131.12,1131.1150688817083
18,4,10,2,1045.08,1045.3176720362646
18,4,10,3,961.92,962.0761286251166
18,4,10,4,933.48,933.4683781387479
18,4,10,5,863.64,863.3597062732119
18,4,10,6,912.24,912.3252630373498
18,4,10,7,1045.8,1045.6358797501855
18,4,10,8,1105.2,1105.0923408148642
18,4,10,9,1305.0,1304.9108043368417
18,4,10,10,1371.24,1371.2470760067263
18,4,10,11,1410.12,1410.4335613468577
18,4,10,12,1411.2,1411.3259651232995
18,4,10,13,1337.76,1337.679292326514
18,4,10,14,1341.0,1340.5481170851697
18,4,10,15,1247.76,1247.681115690324
18,4,10,16,1262.16,1262.2209514801862
18,4,10,17,1274.76,1274.867091110752
18,4,10,18,1245.6,1245.6025682930785
18,4,10,19,1251.72,1251.9009013270652
18,4,10,20,1249.92,1249.8403844303737
18,4,10,21,1290.6,1290.2670682062248
18,4,10,22,1292.4,1292.401266828209
18,4,10,23,1178.64,1178.7106669444906
18,4,11,0,1185.48,1185.365387909509
18,4,11,1,1118.88,1118.6730577357657
18,4,11,2,1059.48,1059.8453025984618
18,4,11,3,995.76,995.5159331452589
