Year,Month,Day,Hour,Actual,Predict
18,1,22,23,1285.2,1284.1041
18,1,23,0,1254.96,1255.2642
18,1,23,1,1224.0,1224.968
18,1,23,2,1107.72,1107.4961
18,1,23,3,1077.48,1077.561
18,1,23,4,1113.12,1113.5106
18,1,23,5,1071.72,1071.0254
18,1,23,6,1160.28,1160.4039
18,1,23,7,1397.88,1398.1439
18,1,23,8,1482.48,1483.5148
18,1,23,9,1705.68,1704.6642
18,1,23,10,1799.28,1800.9247
18,1,23,11,2018.52,2018.2946
18,1,23,12,1946.16,1947.4767
18,1,23,13,1819.08,1816.6927
18,1,23,14,1898.64,1897.5106
18,1,23,15,1896.84,1897.3177
18,1,23,16,1816.56,1816.3405
18,1,23,17,1687.68,1687.5428
18,1,23,18,1720.8,1722.112
18,1,23,19,1534.68,1533.2731
18,1,23,20,1454.4,1453.2217
18,1,23,21,1400.4,1400.2014
18,1,23,22,1398.6,1398.707
18,1,23,23,1341.36,1341.2115
18,1,24,0,1297.8,1297.6327
18,1,24,1,1263.24,1262.8433
18,1,24,2,1200.6,1200.8033
18,1,24,3,1102.32,1102.0737
18,1,24,4,1115.64,1114.8982
18,1,24,5,1152.0,1152.1237
18,1,24,6,1216.08,1216.2743
18,1,24,7,1378.44,1379.0112
18,1,24,8,1451.16,1451.5596
18,1,24,9,1686.6,1686.1112
18,1,24,10,1814.04,1816.2948
18,1,24,11,1937.16,1939.2579
18,1,24,12,1960.56,1961.2456
18,1,24,13,1939.32,1941.0708
18,1,24,14,1869.84,1868.6946
18,1,24,15,1958.76,1961.4094
18,1,24,16,1841.4,1844.7008
18,1,24,17,1890.0,1891.8566
18,1,24,18,1774.8,1775.1682
18,1,24,19,1627.2,1627.7426
18,1,24,20,1489.32,1490.6165
18,1,24,21,1447.2,1447.4475
18,1,24,22,1444.68,1445.4059
18,1,24,23,1392.84,1392.9376
18,1,25,0,1361.88,1361.2095
18,1,25,1,1311.84,1311.1578
18,1,25,2,1285.92,1286.5505
18,1,25,3,1245.6,1244.9613
18,1,25,4,1172.88,1172.0205
18,1,25,5,1176.84,1177.2775
18,1,25,6,1218.24,1217.8444
18,1,25,7,1409.4,1409.154
18,1,25,8,1454.76,1455.9531
18,1,25,9,1632.24,1631.0576
18,1,25,10,1808.64,1809.5095
18,1,25,11,1954.08,1957.0338
18,1,25,12,1869.12,1868.0732
18,1,25,13,1897.92,1898.048
18,1,25,14,1773.36,1774.1414
18,1,25,15,1815.48,1816.4888
18,1,25,16,1728.36,1728.2599
18,1,25,17,1704.6,1704.2156
18,1,25,18,1627.92,1627.9615
18,1,25,19,1661.76,1661.2495
18,1,25,20,1598.76,1596.6697
18,1,25,21,1570.32,1569.3483
18,1,25,22,1506.6,1505.9968
18,1,25,23,1448.64,1448.0511
18,1,26,0,1414.44,1414.3308
18,1,26,1,1351.8,1350.8357
18,1,26,2,1295.64,1295.4003
18,1,26,3,1213.92,1212.828
18,1,26,4,1212.48,1212.341
18,1,26,5,1227.24,1226.8182
18,1,26,6,1245.24,1244.9127
18,1,26,7,1418.04,1418.983
18,1,26,8,1495.8,1495.2794
18,1,26,9,1682.28,1682.7902
18,1,26,10,1787.76,1787.0944
18,1,26,11,1909.8,1914.433
18,1,26,12,1864.08,1864.8759
18,1,26,13,1852.2,1854.7566
18,1,26,14,1767.96,1766.8225
18,1,26,15,1730.52,1730.9658
18,1,26,16,1760.04,1762.7968
18,1,26,17,1695.6,1697.7518
18,1,26,18,1607.04,1606.8274
18,1,26,19,1581.12,1580.3715
18,1,26,20,1455.48,1456.475
18,1,26,21,1432.44,1432.5798
18,1,26,22,1475.28,1475.1803
18,1,26,23,1307.52,1307.2578
18,1,27,0,1328.76,1329.1282
18,1,27,1,1254.6,1254.1501
18,1,27,2,1199.88,1199.4734
18,1,27,3,1193.76,1193.329
18,1,27,4,1154.16,1153.9542
18,1,27,5,1151.28,1151.2286
18,1,27,6,1197.0,1196.7773
18,1,27,7,1314.72,1314.8949
18,1,27,8,1387.08,1387.7411
18,1,27,9,1424.88,1424.2306
18,1,27,10,1413.0,1413.3508
18,1,27,11,1518.84,1517.5171
18,1,27,12,1403.64,1404.4836
18,1,27,13,1548.0,1547.4218
18,1,27,14,1378.08,1378.0245
18,1,27,15,1311.84,1311.7479
18,1,27,16,1374.84,1375.981
18,1,27,17,1340.64,1341.4365
18,1,27,18,1328.04,1329.586
18,1,27,19,1327.68,1327.0339
18,1,27,20,1325.52,1325.3317
18,1,27,21,1366.56,1367.6711
18,1,27,22,1319.04,1319.3479
18,1,27,23,1279.44,1279.0962
18,1,28,0,1228.68,1228.855
18,1,28,1,1233.0,1232.7181
18,1,28,2,1170.36,1170.7988
18,1,28,3,1176.48,1177.116
18,1,28,4,1132.2,1131.4535
18,1,28,5,1093.68,1093.436
18,1,28,6,1144.08,1144.2356
18,1,28,7,1154.52,1154.7771
18,1,28,8,1227.24,1227.0404
