Year,Month,Day,Hour,Actual,Predict
18,7,16,6,1248.84,1249.1745409911957
18,7,16,7,1415.88,1418.0844184206744
18,7,16,8,1672.92,1670.4569849266798
18,7,16,9,2001.6,1984.079523050101
18,7,16,10,2126.88,2057.713592114561
18,7,16,11,2230.56,2059.461705997722
18,7,16,12,2201.76,2060.718303850379
18,7,16,13,2144.16,2059.9561376132483
18,7,16,14,2304.0,2077.2385848287886
18,7,16,15,2264.4,2042.0530599591564
18,7,16,16,2229.48,2051.463709944574
18,7,16,17,2226.24,2048.910909612235
18,7,16,18,2138.04,2048.8838257472307
18,7,16,19,1871.28,1871.9390299775773
18,7,16,20,1836.0,1830.9482553960656
18,7,16,21,1885.68,1892.4107289759127
18,7,16,22,1709.64,1711.2899063629936
18,7,16,23,1587.24,1589.5389693729987
18,7,17,0,1508.76,1508.3392148324945
18,7,17,1,1491.48,1489.96369330433
18,7,17,2,1376.64,1376.935231459769
18,7,17,3,1331.64,1331.8898810300925
18,7,17,4,1263.6,1264.208950838545
18,7,17,5,1243.08,1242.2003886023956
18,7,17,6,1226.52,1225.8383559507529
18,7,17,7,1459.44,1460.6166241096305
18,7,17,8,1601.28,1600.4451907140362
18,7,17,9,1944.36,1950.0512351981347
18,7,17,10,2031.48,2071.234326787854
18,7,17,11,2135.88,2071.1984085737
18,7,17,12,2134.8,2055.104858675812
18,7,17,13,2061.72,2063.6174846270023
18,7,17,14,2201.76,2081.9970532287257
18,7,17,15,2270.52,2076.701366859723
18,7,17,16,2213.28,2077.7030441880042
18,7,17,17,2205.36,2097.9601193387957
18,7,17,18,2146.68,2087.304570555265
18,7,17,19,1834.56,1829.7693812224747
18,7,17,20,1783.44,1775.468196036493
18,7,17,21,1792.44,1793.2377247930406
18,7,17,22,1761.12,1759.5515156692704
18,7,17,23,1579.68,1578.3936503337068
18,7,18,0,1543.32,1545.9594897471359
18,7,18,1,1514.88,1515.1626606785621
18,7,18,2,1431.36,1433.5299005289646
18,7,18,3,1346.4,1346.252913841024
18,7,18,4,1292.4,1291.622407579795
18,7,18,5,1264.32,1264.2106316432446
18,7,18,6,1289.88,1291.6438819223156
18,7,18,7,1454.04,1456.154241285823
18,7,18,8,1658.52,1658.0134292684334
18,7,18,9,1966.32,1950.8150307354483
18,7,18,10,2095.92,2073.7921717254717
18,7,18,11,2203.92,2059.7731418891517
18,7,18,12,2207.88,2091.088364383243
18,7,18,13,2197.44,2108.6732395890926
18,7,18,14,2259.72,2099.749727493016
18,7,18,15,2281.68,2082.7064097961947
18,7,18,16,2207.52,2077.7062342204117
18,7,18,17,2325.6,2082.729758725298
18,7,18,18,2272.32,2064.899472138268
18,7,18,19,1980.36,1986.5097922960329
18,7,18,20,1895.04,1888.9918503238548
18,7,18,21,1927.8,1917.9952862234272
18,7,18,22,1845.36,1853.5023036258683
18,7,18,23,1594.08,1600.756566631916
18,7,19,0,1589.76,1589.3278686098358
18,7,19,1,1539.0,1538.05282262565
18,7,19,2,1491.84,1490.1777795231658
18,7,19,3,1342.08,1342.5031517891869
18,7,19,4,1276.2,1277.4896688469457
18,7,19,5,1209.24,1209.2976098329898
18,7,19,6,1237.32,1235.5990955688912
18,7,19,7,1423.08,1422.7282838498481
18,7,19,8,1569.96,1570.4925746764652
